No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Cluster
1726,2013,5,11,21,39.0,110.0,23.0,87.0,600.0,15.0,17.8,992.3,2.9,-2.7833494904750284e-17,N,0.1,Wanliu,1
1727,2013,5,11,22,46.0,103.0,27.0,93.0,700.0,2.0,18.4,992.1,-0.5,-2.7833494904750284e-17,NNE,1.1,Wanliu,1
1728,2013,5,11,23,54.0,136.0,33.0,89.0,1000.0,2.0,19.8,992.4,-0.8,-2.7833494904750284e-17,NE,0.8,Wanliu,1
1729,2013,5,12,0,37.0,92.0,27.0,92.0,800.0,2.0,16.5,992.5,2.5,-2.7833494904750284e-17,NE,-1.8555663269833523e-17,Wanliu,1
1730,2013,5,12,1,30.0,115.0,26.0,88.0,700.0,2.0,14.5,992.8,5.0,-2.7833494904750284e-17,N,0.2,Wanliu,1
1731,2013,5,12,2,39.0,104.0,29.0,87.0,800.0,2.0,12.7,993.1,5.6,-2.7833494904750284e-17,N,0.1,Wanliu,1
1732,2013,5,12,3,27.0,88.0,28.0,81.0,700.0,2.0,14.4,993.3,1.6,-2.7833494904750284e-17,NE,1.4,Wanliu,1
1733,2013,5,12,4,33.0,108.0,28.0,76.0,600.0,2.0,15.4,993.4,1.1,-2.7833494904750284e-17,ENE,1.2,Wanliu,1
1734,2013,5,12,5,30.0,86.0,28.0,83.0,600.0,2.0,15.3,994.0,1.4,-2.7833494904750284e-17,E,1.0,Wanliu,1
1735,2013,5,12,6,34.0,78.0,27.0,76.0,500.0,2.0,17.5,994.7,2.6,-2.7833494904750284e-17,NE,0.7,Wanliu,1
1736,2013,5,12,7,34.0,102.0,27.0,66.0,600.0,2.0,19.4,995.4,2.3,-2.7833494904750284e-17,NE,1.1,Wanliu,1
1737,2013,5,12,8,40.0,96.0,29.0,75.0,600.0,2.0,21.9,995.1,3.5,-2.7833494904750284e-17,S,1.0,Wanliu,1
1738,2013,5,12,9,38.0,68.0,29.0,78.0,700.0,6.0,24.5,995.4,-2.2,-2.7833494904750284e-17,ENE,1.8,Wanliu,1
1739,2013,5,12,10,34.0,68.0,25.0,45.0,500.0,47.0,26.1,995.7,-1.7,-2.7833494904750284e-17,NE,2.3,Wanliu,1
1740,2013,5,12,11,20.0,41.0,25.0,29.0,400.0,68.0,27.3,994.8,-3.6,-2.7833494904750284e-17,NE,1.9,Wanliu,1
1741,2013,5,12,12,23.0,39.0,26.0,28.0,400.0,76.4694,28.4,994.1,-1.7,-2.7833494904750284e-17,NNE,0.9,Wanliu,1
1742,2013,5,12,13,16.0,40.0,26.0,28.0,400.0,90.0,29.3,993.9,-7.422265307933409e-17,-2.7833494904750284e-17,SE,2.2,Wanliu,1
1743,2013,5,12,14,26.0,44.0,28.0,40.0,500.0,98.0,29.2,993.6,-0.10000000000000007,-2.7833494904750284e-17,SW,3.4,Wanliu,1
1744,2013,5,12,15,35.0,80.0,32.0,37.0,500.0,135.0,30.0,993.4,3.1,-2.7833494904750284e-17,SSW,1.9,Wanliu,1
1745,2013,5,12,16,45.0,106.0,38.0,28.0,600.0,163.0,28.3,993.3,0.9,-2.7833494904750284e-17,SSW,1.1,Wanliu,1
1746,2013,5,12,17,30.0,56.0,34.0,32.0,600.0,138.0,27.6,993.5,-1.4,-2.7833494904750284e-17,SSE,3.2,Wanliu,1
1747,2013,5,12,18,35.0,70.0,38.0,35.0,800.0,129.0,26.3,993.9,-0.7,-2.7833494904750284e-17,SE,1.8,Wanliu,1
1748,2013,5,12,19,47.0,104.0,54.0,45.0,1200.0,122.0,25.2,995.2,3.2,-2.7833494904750284e-17,S,1.1,Wanliu,1
1749,2013,5,12,20,63.0,132.0,57.0,60.0,1399.0,103.0,23.9,996.1,3.2,-2.7833494904750284e-17,SW,1.8,Wanliu,1
1750,2013,5,12,21,59.0,148.0,44.0,86.0,1100.0,53.0,22.5,996.6,3.6,-2.7833494904750284e-17,WSW,0.9,Wanliu,1
1751,2013,5,12,22,66.0,128.0,62.0,100.0,1600.0,28.0,18.3,997.0,5.8,-2.7833494904750284e-17,SSW,0.5,Wanliu,0
1752,2013,5,12,23,110.0,122.0,55.0,99.0,1600.0,18.0,19.1,997.0,2.9,-2.7833494904750284e-17,SSE,1.7,Wanliu,0
1753,2013,5,13,0,62.0,177.0,48.0,117.0,1600.0,2.0,20.1,997.3,-0.6,-2.7833494904750284e-17,SSE,2.2,Wanliu,0
1754,2013,5,13,1,37.0,92.0,48.0,98.0,900.0,20.0,17.4,997.5,5.7,-2.7833494904750284e-17,SW,0.8,Wanliu,1
1755,2013,5,13,2,40.0,102.0,48.0,58.0,800.0,58.0,16.2,997.0,6.9,-2.7833494904750284e-17,E,0.7,Wanliu,1
1756,2013,5,13,3,58.0,104.0,57.0,56.0,800.0,64.0,14.9,997.3,7.4,-2.7833494904750284e-17,NE,1.3,Wanliu,1
1758,2013,5,13,5,70.0,112.0,45.0,118.0,1000.0,2.0,14.9,997.9,6.2,-2.7833494904750284e-17,E,0.7,Wanliu,1
1759,2013,5,13,6,82.0,179.0,42.0,100.0,1200.0,2.0,17.7,998.7,5.0,-2.7833494904750284e-17,NNE,0.8,Wanliu,0
1760,2013,5,13,7,80.0,158.0,52.0,96.0,1200.0,2.0,19.8,999.2,3.9,-2.7833494904750284e-17,N,1.8,Wanliu,0
1761,2013,5,13,8,74.0,138.0,60.0,93.0,1300.0,7.0686,21.3,998.8,4.4,-2.7833494904750284e-17,N,1.3,Wanliu,0
1762,2013,5,13,9,83.0,134.0,82.0,89.0,1600.0,25.0,22.7,998.4,4.7,-2.7833494904750284e-17,NNE,1.4,Wanliu,0
1764,2013,5,13,11,78.0,116.0,93.0,83.0,1700.0,57.0,24.2,997.3,5.0,-2.7833494904750284e-17,ESE,1.8,Wanliu,0
1765,2013,5,13,12,79.0,121.0,74.0,63.0,1700.0,93.6054,25.8,996.4,5.9,-2.7833494904750284e-17,E,1.7,Wanliu,0
1766,2013,5,13,13,78.0,120.0,73.0,62.0,1700.0,109.0,26.9,995.5,4.0,-2.7833494904750284e-17,WSW,1.7,Wanliu,0
1767,2013,5,13,14,72.0,103.0,49.0,59.0,1300.0,119.0,27.5,995.0,6.8,-2.7833494904750284e-17,S,1.8,Wanliu,1
1774,2013,5,13,21,142.0,255.0,62.0,100.0,2000.0,80.0,18.9,996.8,10.7,-2.7833494904750284e-17,ENE,0.7,Wanliu,0
1775,2013,5,13,22,142.0,255.0,62.0,100.0,2000.0,80.0,18.5,997.3,10.1,-2.7833494904750284e-17,ENE,0.9,Wanliu,0
1778,2013,5,14,1,151.0,292.0,36.0,162.0,2299.0,2.0,16.0,999.4,11.8,-2.7833494904750284e-17,NNE,1.2,Wanliu,0
1779,2013,5,14,2,151.0,292.0,36.0,162.0,2299.0,2.0,17.0,999.7,7.6,-2.7833494904750284e-17,N,1.1,Wanliu,0
1783,2013,5,14,6,33.0,62.0,10.0,74.0,600.0,17.7786,19.8,1002.0,0.7,-2.7833494904750284e-17,NE,4.2,Wanliu,1
1784,2013,5,14,7,33.0,62.0,10.0,63.0,600.0,27.846,22.4,1002.9,1.9,-2.7833494904750284e-17,NE,3.6,Wanliu,1
1785,2013,5,14,8,33.0,62.0,10.0,54.0,600.0,43.4826,24.1,1003.3,2.3,-2.7833494904750284e-17,N,3.9,Wanliu,1
1787,2013,5,14,10,36.0,116.0,10.0,34.0,600.0,73.0,26.3,1003.8,4.1,-2.7833494904750284e-17,N,3.9,Wanliu,1
2008,2013,5,23,15,104.0,130.0,4.0,105.0,1500.0,117.0,28.9,1001.9,11.0,-2.7833494904750284e-17,SSE,1.5,Wanliu,1
2009,2013,5,23,16,118.0,163.0,56.0,93.0,1800.0,159.0,29.0,1001.3,12.0,-2.7833494904750284e-17,S,1.8,Wanliu,0
2010,2013,5,23,17,122.0,184.0,52.0,83.0,1700.0,193.0,27.9,1001.4,12.3,-2.7833494904750284e-17,SSW,2.7,Wanliu,0
2011,2013,5,23,18,121.0,186.0,31.0,78.0,1200.0,202.0,26.5,1001.6,12.9,-2.7833494904750284e-17,SW,1.2,Wanliu,1
2012,2013,5,23,19,133.0,168.0,32.0,74.0,1300.0,194.0,25.0,1002.4,14.2,-2.7833494904750284e-17,SSW,1.1,Wanliu,1
2013,2013,5,23,20,116.0,173.0,34.0,85.0,1500.0,152.0,24.6,1003.7,15.0,-2.7833494904750284e-17,SE,0.5,Wanliu,0
2014,2013,5,23,21,124.0,201.0,35.0,101.0,1800.0,112.0,22.4,1004.3,16.2,-2.7833494904750284e-17,WNW,0.6,Wanliu,0
2015,2013,5,23,22,140.0,206.0,26.0,131.0,1800.0,45.0,21.2,1004.4,15.3,-2.7833494904750284e-17,NNE,0.5,Wanliu,0
2016,2013,5,23,23,169.0,289.0,24.0,168.0,1800.0,4.0,20.6,1004.2,15.2,-2.7833494904750284e-17,NE,0.4,Wanliu,0
2017,2013,5,24,0,166.0,243.0,27.0,164.0,1899.0,5.0,20.1,1004.1,15.3,-2.7833494904750284e-17,NNE,1.2,Wanliu,0
2018,2013,5,24,1,193.0,285.0,25.0,161.0,2500.0,2.0,20.6,1004.5,13.8,-2.7833494904750284e-17,NE,0.8,Wanliu,0
2019,2013,5,24,2,189.0,195.0,34.0,147.0,2399.0,13.0,19.5,1004.4,14.1,-2.7833494904750284e-17,NNE,0.7,Wanliu,0
2020,2013,5,24,3,167.0,185.0,32.0,110.0,2000.0,43.0,19.0,1004.4,13.8,-2.7833494904750284e-17,NE,1.1,Wanliu,0
2021,2013,5,24,4,149.0,176.0,27.0,144.0,1899.0,9.0,18.4,1004.8,14.1,-2.7833494904750284e-17,NE,1.0,Wanliu,0
2022,2013,5,24,5,147.0,200.0,25.0,143.0,2000.0,6.0,18.6,1005.7,15.1,-2.7833494904750284e-17,NNE,0.6,Wanliu,0
2023,2013,5,24,6,157.0,225.0,18.0,140.0,2100.0,2.0,20.9,1006.2,17.9,-2.7833494904750284e-17,SSW,0.6,Wanliu,0
2024,2013,5,24,7,190.0,304.0,21.0,126.0,2399.0,2.0,23.5,1006.5,16.5,-2.7833494904750284e-17,NE,1.0,Wanliu,0
2025,2013,5,24,8,236.0,291.0,43.0,123.0,2600.0,13.0,25.7,1006.7,13.9,-2.7833494904750284e-17,N,2.0,Wanliu,0
2026,2013,5,24,9,202.0,291.0,41.0,110.0,2200.0,46.0,27.4,1007.0,11.8,-2.7833494904750284e-17,N,1.3,Wanliu,0
2027,2013,5,24,10,96.0,40.0,24.0,75.0,1100.0,53.0,29.7,1006.8,10.8,-2.7833494904750284e-17,ENE,2.1,Wanliu,1
2028,2013,5,24,11,54.0,51.0,12.0,63.0,800.0,72.0,30.5,1006.9,10.5,-2.7833494904750284e-17,NE,3.6,Wanliu,1
2029,2013,5,24,12,36.0,40.0,8.0,48.0,600.0,114.0,30.1,1006.6,13.0,-2.7833494904750284e-17,E,1.3,Wanliu,1
2030,2013,5,24,13,33.0,70.0,9.0,45.0,500.0,123.0,30.3,1006.4,13.6,-2.7833494904750284e-17,NE,1.8,Wanliu,1
2031,2013,5,24,14,78.0,95.0,13.0,46.0,600.0,142.0,29.5,1006.4,13.3,-2.7833494904750284e-17,NE,2.2,Wanliu,1
2032,2013,5,24,15,71.0,95.0,13.0,50.0,600.0,137.0,27.1,1006.7,14.1,-2.7833494904750284e-17,E,3.4,Wanliu,1
2033,2013,5,24,16,67.0,130.0,19.0,62.0,900.0,112.0,24.9,1006.9,15.0,-2.7833494904750284e-17,ESE,2.9,Wanliu,1
2034,2013,5,24,17,112.0,157.0,35.0,65.0,1500.0,125.0,24.1,1006.6,13.6,-2.7833494904750284e-17,E,1.0,Wanliu,1
2035,2013,5,24,18,48.0,158.0,14.0,59.0,700.0,76.0,24.0,1006.7,12.9,-2.7833494904750284e-17,NE,0.8,Wanliu,1
2036,2013,5,24,19,32.0,21.0,10.0,56.0,600.0,70.0,22.3,1007.0,13.1,-2.7833494904750284e-17,ENE,0.8,Wanliu,1
2037,2013,5,24,20,38.0,41.0,9.0,61.0,600.0,58.0,21.9,1007.5,13.0,-2.7833494904750284e-17,NE,1.6,Wanliu,1
2038,2013,5,24,21,31.0,36.0,8.0,70.0,500.0,38.0,21.7,1008.0,12.5,-2.7833494904750284e-17,NNE,0.8,Wanliu,1
2039,2013,5,24,22,29.0,29.0,5.0,64.0,400.0,39.0,20.6,1008.0,15.8,-2.7833494904750284e-17,WSW,0.5,Wanliu,1
2040,2013,5,24,23,30.0,60.0,5.0,87.0,500.0,5.0,20.0,1008.0,15.0,-2.7833494904750284e-17,WSW,-1.8555663269833523e-17,Wanliu,1
2041,2013,5,25,0,47.0,93.0,5.0,91.0,500.0,2.0,19.7,1007.7,15.3,-2.7833494904750284e-17,ENE,0.5,Wanliu,1
2042,2013,5,25,1,74.0,174.0,8.0,81.0,600.0,2.0,19.5,1007.1,14.3,-2.7833494904750284e-17,N,0.5,Wanliu,1
2043,2013,5,25,2,72.0,124.0,5.0,76.0,700.0,2.0,18.8,1006.7,13.0,-2.7833494904750284e-17,N,0.4,Wanliu,1
2044,2013,5,25,3,55.0,93.0,6.0,76.0,700.0,2.0,18.0,1006.6,13.5,-2.7833494904750284e-17,NE,0.8,Wanliu,1
2045,2013,5,25,4,56.0,78.0,6.0,73.0,700.0,2.0,17.9,1006.7,13.6,-2.7833494904750284e-17,NE,1.4,Wanliu,1
2046,2013,5,25,5,57.0,71.0,7.0,72.0,600.0,2.0,18.3,1007.0,13.8,-2.7833494904750284e-17,NE,1.0,Wanliu,1
2047,2013,5,25,6,46.0,74.0,8.0,71.0,600.0,2.0,19.7,1006.8,13.8,-2.7833494904750284e-17,NNE,1.2,Wanliu,1
2048,2013,5,25,7,37.0,48.0,9.0,59.0,400.0,10.0,21.8,1006.8,13.7,-2.7833494904750284e-17,ESE,1.1,Wanliu,1
2049,2013,5,25,8,41.0,53.0,11.0,64.0,500.0,10.0,23.9,1006.7,13.7,-2.7833494904750284e-17,SSW,1.2,Wanliu,1
2050,2013,5,25,9,41.0,60.0,11.0,69.0,600.0,22.0,26.1,1006.4,13.9,-2.7833494904750284e-17,SE,0.7,Wanliu,1
2051,2013,5,25,10,44.0,45.0,11.0,68.0,700.0,51.0,27.1,1006.1,12.3,-2.7833494904750284e-17,SSW,1.5,Wanliu,1
2052,2013,5,25,11,73.0,84.0,16.0,86.0,700.0,74.0,28.0,1005.5,11.9,-2.7833494904750284e-17,S,2.1,Wanliu,1
2053,2013,5,25,12,62.0,84.0,22.0,66.0,700.0,128.0,28.7,1004.5,10.4,-2.7833494904750284e-17,S,1.9,Wanliu,1
2054,2013,5,25,13,75.0,103.0,48.0,67.0,1200.0,154.0,29.3,1003.5,12.3,-2.7833494904750284e-17,SW,2.3,Wanliu,1
2055,2013,5,25,14,89.0,135.0,48.0,73.0,1300.0,185.0,30.0,1002.9,12.4,-2.7833494904750284e-17,SSW,2.4,Wanliu,1
2056,2013,5,25,15,100.0,132.0,57.0,76.0,1600.0,205.0,29.8,1002.2,13.1,-2.7833494904750284e-17,SSW,3.0,Wanliu,0
2057,2013,5,25,16,103.0,143.0,67.0,77.0,1899.0,211.0,29.6,1002.1,12.5,-2.7833494904750284e-17,SE,2.0,Wanliu,0
2058,2013,5,25,17,109.0,144.0,57.0,72.0,1800.0,227.0,28.7,1002.0,13.8,-2.7833494904750284e-17,SSW,1.6,Wanliu,0
2059,2013,5,25,18,93.0,116.0,37.0,68.0,1399.0,208.0,27.4,1002.2,14.1,-2.7833494904750284e-17,SW,1.1,Wanliu,1
2060,2013,5,25,19,87.0,123.0,33.0,68.0,1300.0,193.0,25.8,1002.9,14.6,-2.7833494904750284e-17,SSW,1.4,Wanliu,1
2061,2013,5,25,20,91.0,143.0,37.0,81.0,1500.0,159.0,25.6,1003.6,17.3,-2.7833494904750284e-17,SE,1.4,Wanliu,1
2062,2013,5,25,21,92.0,188.0,33.0,71.0,1300.0,121.0,24.6,1004.0,18.3,-2.7833494904750284e-17,SE,1.8,Wanliu,1
2063,2013,5,25,22,85.0,174.0,17.0,64.0,800.0,62.0,23.7,1004.0,18.3,-2.7833494904750284e-17,S,0.8,Wanliu,1
2064,2013,5,25,23,100.0,119.0,19.0,70.0,900.0,28.0,22.4,1003.7,18.4,-2.7833494904750284e-17,SE,0.7,Wanliu,1
2065,2013,5,26,0,81.0,102.0,18.0,80.0,900.0,6.0,22.6,1003.7,18.2,-2.7833494904750284e-17,SE,1.7,Wanliu,1
2066,2013,5,26,1,89.0,93.0,18.0,86.0,900.0,2.0,21.5,1003.1,18.1,-2.7833494904750284e-17,ESE,1.5,Wanliu,1
2067,2013,5,26,2,107.0,112.0,26.0,82.0,1000.0,2.0,20.9,1002.9,17.1,-2.7833494904750284e-17,ESE,0.7,Wanliu,1
2068,2013,5,26,3,125.0,112.0,31.0,55.0,800.0,31.0,20.6,1002.5,17.4,-2.7833494904750284e-17,NE,0.9,Wanliu,1
2069,2013,5,26,4,123.0,91.0,32.0,43.0,800.0,45.0,20.3,1002.6,17.5,-2.7833494904750284e-17,NE,1.3,Wanliu,1
2070,2013,5,26,5,124.0,91.0,36.0,43.0,800.0,41.0,20.6,1002.9,17.4,-2.7833494904750284e-17,NE,1.4,Wanliu,1
2071,2013,5,26,6,119.0,92.0,48.0,44.0,1200.0,43.0,21.2,1003.1,17.6,-2.7833494904750284e-17,NE,0.9,Wanliu,1
2072,2013,5,26,7,104.0,132.0,70.0,61.0,1600.0,14.0,22.3,1003.1,17.7,-2.7833494904750284e-17,NE,1.5,Wanliu,0
2073,2013,5,26,8,115.0,132.0,80.0,63.0,1800.0,15.0,22.5,1003.1,17.8,-2.7833494904750284e-17,NE,1.2,Wanliu,0
2074,2013,5,26,9,121.0,136.0,64.0,66.0,1500.0,19.0,22.5,1003.4,17.6,-2.7833494904750284e-17,SSE,1.1,Wanliu,0
2075,2013,5,26,10,113.0,136.0,55.0,67.0,1500.0,28.0,22.6,1002.9,18.4,-2.7833494904750284e-17,E,0.5,Wanliu,0
2076,2013,5,26,11,93.0,112.0,53.0,69.0,1600.0,25.0,23.2,1002.6,17.4,-2.7833494904750284e-17,ENE,1.2,Wanliu,1
2077,2013,5,26,12,113.0,112.0,49.0,64.0,1600.0,40.0,23.0,1002.3,18.3,-2.7833494904750284e-17,SSE,1.4,Wanliu,1
2078,2013,5,26,13,125.0,140.0,43.0,66.0,2000.0,42.0,22.1,1002.0,17.9,-2.7833494904750284e-17,SE,1.4,Wanliu,0
2079,2013,5,26,14,141.0,157.0,40.0,67.0,2600.0,48.0,22.9,1001.7,17.8,-2.7833494904750284e-17,SSE,2.1,Wanliu,0
2080,2013,5,26,15,134.0,146.0,45.0,71.0,2600.0,50.0,22.1,1002.0,17.2,-2.7833494904750284e-17,SSE,1.0,Wanliu,0
2081,2013,5,26,16,173.0,146.0,58.0,66.0,2500.0,56.0,21.6,1002.5,16.8,-2.7833494904750284e-17,SSE,1.9,Wanliu,0
2082,2013,5,26,17,133.0,108.0,37.0,52.0,1399.0,55.0,21.3,1002.5,17.3,-2.7833494904750284e-17,SSE,1.6,Wanliu,1
2083,2013,5,26,18,149.0,117.0,32.0,50.0,1700.0,51.0,20.6,1003.2,17.2,-2.7833494904750284e-17,ESE,2.5,Wanliu,1
2084,2013,5,26,19,94.0,68.0,15.0,45.0,1200.0,43.0,19.6,1004.1,17.2,-2.7833494904750284e-17,SE,1.2,Wanliu,1
2085,2013,5,26,20,77.0,50.0,7.0,45.0,1100.0,28.0,18.9,1004.9,16.5,-2.7833494904750284e-17,SE,2.4,Wanliu,1
2086,2013,5,26,21,67.0,37.0,5.0,45.0,900.0,31.0,18.1,1005.3,17.1,0.1,NNE,0.6,Wanliu,1
2087,2013,5,26,22,57.0,26.0,3.0,42.0,600.0,44.0,17.1,1005.5,16.1,0.4,SE,1.3,Wanliu,1
2089,2013,5,27,0,44.0,2.0,3.0,30.0,400.0,64.0,16.7,1004.8,16.1,0.6,ENE,0.8,Wanliu,1
2090,2013,5,27,1,44.0,18.0,3.0,31.0,300.0,57.0,16.6,1004.3,16.1,1.2,ESE,0.7,Wanliu,1
2093,2013,5,27,4,64.0,36.0,5.0,29.0,600.0,42.0,16.4,1003.5,15.9,0.4,NE,0.7,Wanliu,1
2094,2013,5,27,5,60.0,35.0,5.0,22.0,700.0,38.0,16.6,1003.4,16.3,0.1,NNE,1.2,Wanliu,1
2095,2013,5,27,6,66.0,47.0,4.0,30.0,600.0,21.0,16.7,1003.7,16.2,-2.7833494904750284e-17,NE,1.3,Wanliu,1
2096,2013,5,27,7,65.0,49.0,5.0,42.0,700.0,6.0,16.8,1004.3,16.0,-2.7833494904750284e-17,E,0.9,Wanliu,1
2097,2013,5,27,8,60.0,39.0,5.0,47.0,700.0,9.0,17.4,1003.9,16.1,-2.7833494904750284e-17,NE,1.9,Wanliu,1
2098,2013,5,27,9,61.0,31.0,6.0,52.0,800.0,6.0,18.6,1003.5,16.4,-2.7833494904750284e-17,ENE,1.1,Wanliu,1
2099,2013,5,27,10,64.0,26.0,6.0,46.0,800.0,26.0,19.2,1003.6,16.2,-2.7833494904750284e-17,N,1.2,Wanliu,1
2100,2013,5,27,11,52.0,55.0,13.0,46.0,900.0,35.0,19.6,1002.5,16.2,-2.7833494904750284e-17,WNW,1.6,Wanliu,1
2101,2013,5,27,12,59.0,65.0,15.0,51.0,1000.0,33.0,19.8,1001.9,16.4,-2.7833494904750284e-17,WSW,1.8,Wanliu,1
2102,2013,5,27,13,81.0,82.0,12.0,57.0,1000.0,21.0,20.2,1001.3,16.2,-2.7833494904750284e-17,WNW,1.3,Wanliu,1
2103,2013,5,27,14,68.0,69.0,15.0,54.0,1000.0,30.0,20.6,1000.6,16.0,-2.7833494904750284e-17,WSW,2.0,Wanliu,1
2104,2013,5,27,15,77.0,80.0,15.0,51.0,1000.0,40.0,22.1,1000.6,15.9,-2.7833494904750284e-17,W,1.5,Wanliu,1
2105,2013,5,27,16,104.0,81.0,17.0,49.0,1000.0,56.0,22.2,1000.0,16.2,-2.7833494904750284e-17,W,1.1,Wanliu,1
2106,2013,5,27,17,109.0,90.0,14.0,50.0,1100.0,63.0,21.6,999.9,16.8,-2.7833494904750284e-17,W,0.7,Wanliu,1
2107,2013,5,27,18,92.0,102.0,11.0,51.0,1000.0,60.0,20.6,1000.5,17.0,-2.7833494904750284e-17,SW,1.0,Wanliu,1
2108,2013,5,27,19,96.0,83.0,11.0,59.0,1100.0,49.0,20.1,1000.6,16.7,-2.7833494904750284e-17,N,0.4,Wanliu,1
2109,2013,5,27,20,88.0,98.0,11.0,67.0,1100.0,38.0,19.3,1001.3,17.6,-2.7833494904750284e-17,NNW,0.5,Wanliu,1
2110,2013,5,27,21,103.0,139.0,9.0,78.0,1200.0,6.0,18.9,1000.6,17.6,-2.7833494904750284e-17,WSW,1.0,Wanliu,1
2111,2013,5,27,22,110.0,110.0,8.0,74.0,1300.0,2.0,18.5,999.6,17.2,-2.7833494904750284e-17,SSE,0.5,Wanliu,1
2112,2013,5,27,23,118.0,98.0,9.0,72.0,1500.0,2.0,19.1,999.7,17.1,-2.7833494904750284e-17,SSW,1.6,Wanliu,1
2113,2013,5,28,0,112.0,87.0,11.0,57.0,1300.0,10.0,18.8,998.8,16.9,-2.7833494904750284e-17,SSW,1.2,Wanliu,1
2114,2013,5,28,1,85.0,46.0,11.0,47.0,1600.0,16.0,18.5,998.8,17.0,-2.7833494904750284e-17,SW,1.8,Wanliu,1
2115,2013,5,28,2,90.0,61.0,11.0,48.0,1399.0,9.0,18.0,999.1,16.8,-2.7833494904750284e-17,WSW,1.1,Wanliu,1
2116,2013,5,28,3,107.0,70.0,9.0,41.0,900.0,14.0,17.8,998.8,16.7,-2.7833494904750284e-17,WSW,1.2,Wanliu,1
2117,2013,5,28,4,101.0,72.0,7.0,44.0,900.0,2.0,17.8,999.4,17.0,-2.7833494904750284e-17,W,0.6,Wanliu,1
2118,2013,5,28,5,106.0,76.0,8.0,46.0,800.0,2.0,17.9,999.2,17.4,0.6,N,0.5,Wanliu,1
2119,2013,5,28,6,110.0,88.0,8.0,44.0,900.0,2.0,17.9,999.5,17.4,0.3,NE,0.7,Wanliu,1
2120,2013,5,28,7,111.0,93.0,7.0,43.0,1000.0,2.0,18.1,1000.0,17.6,0.2,W,0.9,Wanliu,1
2121,2013,5,28,8,111.0,84.0,8.0,43.0,1200.0,2.0,18.3,1000.9,17.8,0.4,SW,1.3,Wanliu,1
2122,2013,5,28,9,112.0,95.0,8.0,42.0,1300.0,2.0,18.6,1001.2,17.9,0.2,SW,0.5,Wanliu,1
2123,2013,5,28,10,102.0,64.0,8.0,44.0,1300.0,2.0,19.1,1000.5,18.3,0.2,ENE,1.0,Wanliu,1
2124,2013,5,28,11,93.0,64.0,9.0,46.0,1300.0,2.0,20.1,1000.4,18.4,-2.7833494904750284e-17,WSW,1.1,Wanliu,1
2125,2013,5,28,12,82.0,52.0,9.0,55.0,1300.0,2.0,20.0,1000.7,17.4,-2.7833494904750284e-17,WSW,1.7,Wanliu,1
2126,2013,5,28,13,90.0,31.0,11.0,61.0,1200.0,2.0,20.3,1000.3,17.5,-2.7833494904750284e-17,SSW,1.4,Wanliu,1
2127,2013,5,28,14,78.0,50.0,10.0,65.0,1000.0,10.0,20.7,1000.6,17.5,-2.7833494904750284e-17,SW,1.9,Wanliu,1
2128,2013,5,28,15,69.0,80.0,10.0,74.0,1000.0,28.0,21.4,1000.1,17.8,-2.7833494904750284e-17,SW,4.1,Wanliu,1
2129,2013,5,28,16,88.0,93.0,11.0,55.0,800.0,17.0,22.7,999.0,17.6,-2.7833494904750284e-17,SW,3.0,Wanliu,1
2130,2013,5,28,17,85.0,120.0,16.0,46.0,800.0,26.0,22.3,998.8,17.2,-2.7833494904750284e-17,SW,3.8,Wanliu,1
2131,2013,5,28,18,75.0,121.0,12.0,46.0,700.0,32.0,21.5,998.9,16.9,-2.7833494904750284e-17,SW,2.9,Wanliu,1
2132,2013,5,28,19,54.0,70.0,10.0,55.0,700.0,24.0,20.6,999.5,17.0,-2.7833494904750284e-17,WSW,1.7,Wanliu,1
2133,2013,5,28,20,59.0,79.0,9.0,59.0,700.0,14.0,18.5,1000.8,17.0,-2.7833494904750284e-17,SW,0.2,Wanliu,1
2134,2013,5,28,21,97.0,110.0,8.0,62.0,900.0,2.0,18.9,1001.9,16.3,-2.7833494904750284e-17,NNE,1.4,Wanliu,1
2135,2013,5,28,22,86.0,87.0,7.0,64.0,900.0,2.0,21.1,1002.5,5.4,-2.7833494904750284e-17,N,4.7,Wanliu,1
2136,2013,5,28,23,93.0,93.0,7.0,70.0,700.0,3.0,22.5,1003.0,0.9,-2.7833494904750284e-17,NNW,2.7,Wanliu,1
2137,2013,5,29,0,106.0,106.0,7.0,31.0,300.0,40.0,22.1,1003.6,2.2,-2.7833494904750284e-17,N,3.9,Wanliu,1
2138,2013,5,29,1,64.0,118.0,5.0,26.0,200.0,43.0,21.0,1003.9,4.1,-2.7833494904750284e-17,NNW,2.3,Wanliu,1
2139,2013,5,29,2,30.0,59.0,6.0,23.0,200.0,51.0,20.0,1004.4,4.9,-2.7833494904750284e-17,N,1.7,Wanliu,1
2140,2013,5,29,3,11.0,30.0,7.0,22.0,200.0,51.0,20.2,1004.5,4.6,-2.7833494904750284e-17,NNW,4.0,Wanliu,1
2141,2013,5,29,4,8.0,16.0,6.0,21.0,200.0,54.0,19.6,1004.8,5.3,-2.7833494904750284e-17,NE,1.9,Wanliu,1
2142,2013,5,29,5,9.0,24.0,7.0,23.0,200.0,52.0,18.9,1005.6,6.0,-2.7833494904750284e-17,N,1.2,Wanliu,1
